2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:03:30 [clip_udr_data] [DEBUG]  [26/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lissotriton_helveticus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lissotriton_helveticus.tif.
2016-11-04 19:03:30 [clip_udr_data] [DEBUG]  [26/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:30 [clip_udr_data] [INFO ]  [27/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/lissotriton_italicus.tif
2016-11-04 19:03:30 [clip_udr_data] [DEBUG]  [27/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/lissotriton_italicus.tif
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [27/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [27/763] Processing input file data/external/udr/european_tetrapods/amphibians/lissotriton_italicus.tif.
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [27/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/lissotriton_italicus.tif.
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [27/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lissotriton_italicus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lissotriton_italicus.tif.
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [27/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:35 [clip_udr_data] [INFO ]  [28/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif
2016-11-04 19:03:35 [clip_udr_data] [DEBUG]  [28/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [28/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [28/763] Processing input file data/external/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif.
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [28/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif.
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [28/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lissotriton_montandoni.tif.
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [28/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:40 [clip_udr_data] [INFO ]  [29/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif
2016-11-04 19:03:40 [clip_udr_data] [DEBUG]  [29/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [29/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [29/763] Processing input file data/external/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif.
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [29/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif.
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [29/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lissotriton_vulgaris.tif.
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [29/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:45 [clip_udr_data] [INFO ]  [30/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif
2016-11-04 19:03:45 [clip_udr_data] [DEBUG]  [30/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [30/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [30/763] Processing input file data/external/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif.
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [30/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif.
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [30/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lyciasalamandra_helverseni.tif.
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [30/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:49 [clip_udr_data] [INFO ]  [31/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif
2016-11-04 19:03:49 [clip_udr_data] [DEBUG]  [31/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [31/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [31/763] Processing input file data/external/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif.
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [31/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif.
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [31/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif to destination data/processed/features/udr/european_tetrapods/amphibians/lyciasalamandra_luschani.tif.
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [31/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:53 [clip_udr_data] [INFO ]  [32/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif
2016-11-04 19:03:53 [clip_udr_data] [DEBUG]  [32/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [32/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [32/763] Processing input file data/external/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif.
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [32/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif.
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [32/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif to destination data/processed/features/udr/european_tetrapods/amphibians/mesotriton_alpestris.tif.
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [32/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:03:58 [clip_udr_data] [INFO ]  [33/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelobates_cultripes.tif
2016-11-04 19:03:58 [clip_udr_data] [DEBUG]  [33/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelobates_cultripes.tif
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [33/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [33/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelobates_cultripes.tif.
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [33/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelobates_cultripes.tif.
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [33/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelobates_cultripes.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelobates_cultripes.tif.
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [33/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:03 [clip_udr_data] [INFO ]  [34/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelobates_fuscus.tif
2016-11-04 19:04:03 [clip_udr_data] [DEBUG]  [34/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelobates_fuscus.tif
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [34/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [34/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelobates_fuscus.tif.
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [34/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelobates_fuscus.tif.
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [34/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelobates_fuscus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelobates_fuscus.tif.
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [34/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:09 [clip_udr_data] [INFO ]  [35/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelobates_syriacus.tif
2016-11-04 19:04:09 [clip_udr_data] [DEBUG]  [35/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelobates_syriacus.tif
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [35/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [35/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelobates_syriacus.tif.
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [35/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelobates_syriacus.tif.
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [35/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelobates_syriacus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelobates_syriacus.tif.
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [35/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:13 [clip_udr_data] [INFO ]  [36/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif
2016-11-04 19:04:13 [clip_udr_data] [DEBUG]  [36/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [36/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [36/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif.
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [36/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif.
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [36/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelodytes_ibericus.tif.
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [36/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:17 [clip_udr_data] [INFO ]  [37/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif
2016-11-04 19:04:17 [clip_udr_data] [DEBUG]  [37/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [37/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [37/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif.
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [37/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif.
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [37/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelodytes_punctatus.tif.
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [37/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:21 [clip_udr_data] [INFO ]  [38/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif
2016-11-04 19:04:21 [clip_udr_data] [DEBUG]  [38/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [38/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [38/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif.
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [38/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif.
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [38/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelophylax_bedriagae.tif.
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [38/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:26 [clip_udr_data] [INFO ]  [39/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif
2016-11-04 19:04:26 [clip_udr_data] [DEBUG]  [39/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [39/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [39/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif.
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [39/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif.
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [39/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelophylax_bergeri.tif.
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [39/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:30 [clip_udr_data] [INFO ]  [40/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif
2016-11-04 19:04:30 [clip_udr_data] [DEBUG]  [40/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [40/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [40/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif.
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [40/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif.
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [40/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelophylax_cerigensis.tif.
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [40/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:34 [clip_udr_data] [INFO ]  [41/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif
2016-11-04 19:04:34 [clip_udr_data] [DEBUG]  [41/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [41/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [41/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif.
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [41/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif.
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [41/763] Copying nodata values from source data/external/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif to destination data/processed/features/udr/european_tetrapods/amphibians/pelophylax_cretensis.tif.
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [41/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:04:39 [clip_udr_data] [INFO ]  [42/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/pelophylax_epeiroticus.tif
2016-11-04 19:04:39 [clip_udr_data] [DEBUG]  [42/763] Target dataset data/processed/features/udr/european_tetrapods/amphibians/pelophylax_epeiroticus.tif
2016-11-04 19:04:43 [clip_udr_data] [DEBUG]  [42/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:04:43 [clip_udr_data] [DEBUG]  [42/763] Processing input file data/external/udr/european_tetrapods/amphibians/pelophylax_epeiroticus.tif.
